areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,03/03/2021,5305,3758155,5252,3748294,53,9861
nation,England,E92000001,02/03/2021,5951,3752850,5856,3743042,95,9808
nation,England,E92000001,01/03/2021,6215,3746899,6088,3737186,127,9713
nation,England,E92000001,28/02/2021,4112,3740684,4080,3731098,32,9586
nation,England,E92000001,27/02/2021,4254,3736572,4230,3727018,24,9554
nation,England,E92000001,26/02/2021,5883,3732318,5831,3722788,52,9530
nation,England,E92000001,25/02/2021,6935,3726435,6832,3716957,103,9478
nation,England,E92000001,24/02/2021,7620,3719500,7525,3710125,95,9375
nation,England,E92000001,23/02/2021,8536,3711880,8424,3702600,112,9280
nation,England,E92000001,22/02/2021,10278,3703344,10120,3694176,158,9168
nation,England,E92000001,21/02/2021,7032,3693066,6986,3684056,46,9010
nation,England,E92000001,20/02/2021,7161,3686034,7113,3677070,48,8964
nation,England,E92000001,19/02/2021,9246,3678873,9139,3669957,107,8916
nation,England,E92000001,18/02/2021,10304,3669627,10207,3660818,97,8809
nation,England,E92000001,17/02/2021,10419,3659323,10316,3650611,103,8712
nation,England,E92000001,16/02/2021,11270,3648904,11171,3640295,99,8609
nation,England,E92000001,15/02/2021,12953,3637634,12804,3629124,149,8510
nation,England,E92000001,14/02/2021,7780,3624681,7743,3616320,37,8361
nation,England,E92000001,13/02/2021,8025,3616901,7985,3608577,40,8324
nation,England,E92000001,12/02/2021,10986,3608876,10893,3600592,93,8284
nation,England,E92000001,11/02/2021,11637,3597890,11567,3589699,70,8191
nation,England,E92000001,10/02/2021,12272,3586253,12173,3578132,99,8121
nation,England,E92000001,09/02/2021,12696,3573981,12591,3565959,105,8022
nation,England,E92000001,08/02/2021,14370,3561285,14268,3553368,102,7917
nation,England,E92000001,07/02/2021,10457,3546915,10420,3539100,37,7815
nation,England,E92000001,06/02/2021,10951,3536458,10910,3528680,41,7778
nation,England,E92000001,05/02/2021,14462,3525507,14374,3517770,88,7737
nation,England,E92000001,04/02/2021,16717,3511045,16629,3503396,88,7649
nation,England,E92000001,03/02/2021,17948,3494328,17851,3486767,97,7561
nation,England,E92000001,02/02/2021,18194,3476380,18100,3468916,94,7464
nation,England,E92000001,01/02/2021,20765,3458186,20672,3450816,93,7370
nation,England,E92000001,31/01/2021,14138,3437421,14089,3430144,49,7277
nation,England,E92000001,30/01/2021,15524,3423283,15463,3416055,61,7228
nation,England,E92000001,29/01/2021,20362,3407759,20276,3400592,86,7167
nation,England,E92000001,28/01/2021,22523,3387397,22428,3380316,95,7081
nation,England,E92000001,27/01/2021,23899,3364874,23806,3357888,93,6986
nation,England,E92000001,26/01/2021,25210,3340975,25086,3334082,124,6893
nation,England,E92000001,25/01/2021,27972,3315765,27851,3308996,121,6769
nation,England,E92000001,24/01/2021,15883,3287793,15850,3281145,33,6648
nation,England,E92000001,23/01/2021,20426,3271910,20365,3265295,61,6615
nation,England,E92000001,22/01/2021,27741,3251484,27643,3244930,98,6554
nation,England,E92000001,21/01/2021,29633,3223743,29518,3217287,115,6456
nation,England,E92000001,20/01/2021,32679,3194110,32547,3187769,132,6341
nation,England,E92000001,19/01/2021,37056,3161431,36894,3155222,162,6209
nation,England,E92000001,18/01/2021,41936,3124375,41759,3118328,177,6047
nation,England,E92000001,17/01/2021,26976,3082439,26904,3076569,72,5870
nation,England,E92000001,16/01/2021,28412,3055463,28334,3049665,78,5798
nation,England,E92000001,15/01/2021,37878,3027051,37759,3021331,119,5720
nation,England,E92000001,14/01/2021,39659,2989173,39527,2983572,132,5601
nation,England,E92000001,13/01/2021,42303,2949514,42198,2944045,105,5469
nation,England,E92000001,12/01/2021,45968,2907211,45798,2901847,170,5364
nation,England,E92000001,11/01/2021,53519,2861243,53344,2856049,175,5194
nation,England,E92000001,10/01/2021,33749,2807724,33692,2802705,57,5019
nation,England,E92000001,09/01/2021,36419,2773975,36348,2769013,71,4962
nation,England,E92000001,08/01/2021,43494,2737556,43381,2732665,113,4891
nation,England,E92000001,07/01/2021,48132,2694062,48018,2689284,114,4778
nation,England,E92000001,06/01/2021,52752,2645930,52622,2641266,130,4664
nation,England,E92000001,05/01/2021,59599,2593178,59426,2588644,173,4534
nation,England,E92000001,04/01/2021,70919,2533579,70760,2529218,159,4361
nation,England,E92000001,03/01/2021,50664,2462660,50599,2458458,65,4202
nation,England,E92000001,02/01/2021,55428,2411996,55345,2407859,83,4137
nation,England,E92000001,01/01/2021,28879,2356568,28836,2352514,43,4054
nation,England,E92000001,31/12/2020,47823,2327689,47759,2323678,64,4011
nation,England,E92000001,30/12/2020,64243,2279866,64131,2275919,112,3947
nation,England,E92000001,29/12/2020,74058,2215623,73926,2211788,132,3835
nation,England,E92000001,28/12/2020,40845,2141565,40798,2137862,47,3703
nation,England,E92000001,27/12/2020,43250,2100720,43200,2097064,50,3656
nation,England,E92000001,26/12/2020,37462,2057470,37421,2053864,41,3606
nation,England,E92000001,25/12/2020,12926,2020008,12906,2016443,20,3565
nation,England,E92000001,24/12/2020,29287,2007082,29244,2003537,43,3545
nation,England,E92000001,23/12/2020,38383,1977795,38326,1974293,57,3502
nation,England,E92000001,22/12/2020,41741,1939412,41658,1935967,83,3445
nation,England,E92000001,21/12/2020,43446,1897671,43383,1894309,63,3362
nation,England,E92000001,20/12/2020,29556,1854225,29523,1850926,33,3299
nation,England,E92000001,19/12/2020,22196,1824669,22168,1821403,28,3266
nation,England,E92000001,18/12/2020,32426,1802473,32380,1799235,46,3238
nation,England,E92000001,17/12/2020,30160,1770047,30116,1766855,44,3192
nation,England,E92000001,16/12/2020,30650,1739887,30611,1736739,39,3148
nation,England,E92000001,15/12/2020,29652,1709237,29609,1706128,43,3109
nation,England,E92000001,14/12/2020,30019,1679585,29975,1676519,44,3066
nation,England,E92000001,13/12/2020,18409,1649566,18391,1646544,18,3022
nation,England,E92000001,12/12/2020,16268,1631157,16241,1628153,27,3004
nation,England,E92000001,11/12/2020,20177,1614889,20142,1611912,35,2977
nation,England,E92000001,10/12/2020,18850,1594712,18819,1591770,31,2942
nation,England,E92000001,09/12/2020,17744,1575862,17708,1572951,36,2911
nation,England,E92000001,08/12/2020,16937,1558118,16902,1555243,35,2875
nation,England,E92000001,07/12/2020,17663,1541181,17627,1538341,36,2840
nation,England,E92000001,06/12/2020,11036,1523518,11022,1520714,14,2804
nation,England,E92000001,05/12/2020,10302,1512482,10295,1509692,7,2790
nation,England,E92000001,04/12/2020,13065,1502180,13045,1499397,20,2783
nation,England,E92000001,03/12/2020,12762,1489115,12734,1486352,28,2763
nation,England,E92000001,02/12/2020,13662,1476353,13636,1473618,26,2735
nation,England,E92000001,01/12/2020,13731,1462691,13700,1459982,31,2709
nation,England,E92000001,30/11/2020,15227,1448960,15202,1446282,25,2678
nation,England,E92000001,29/11/2020,9067,1433733,9055,1431080,12,2653
nation,England,E92000001,28/11/2020,9347,1424666,9332,1422025,15,2641
nation,England,E92000001,27/11/2020,12460,1415319,12437,1412693,23,2626
nation,England,E92000001,26/11/2020,12459,1402859,12441,1400256,18,2603
nation,England,E92000001,25/11/2020,14154,1390400,14129,1387815,25,2585
nation,England,E92000001,24/11/2020,14264,1376246,14238,1373686,26,2560
nation,England,E92000001,23/11/2020,16472,1361982,16449,1359448,23,2534
nation,England,E92000001,22/11/2020,10216,1345510,10206,1342999,10,2511
nation,England,E92000001,21/11/2020,10806,1335294,10794,1332793,12,2501
nation,England,E92000001,20/11/2020,14960,1324488,14936,1321999,24,2489
nation,England,E92000001,19/11/2020,15797,1309528,15775,1307063,22,2465
nation,England,E92000001,18/11/2020,18549,1293731,18516,1291288,33,2443
nation,England,E92000001,17/11/2020,20676,1275182,20654,1272772,22,2410
nation,England,E92000001,16/11/2020,24135,1254506,24107,1252118,28,2388
nation,England,E92000001,15/11/2020,14421,1230371,14408,1228011,13,2360
nation,England,E92000001,14/11/2020,16290,1215950,16278,1213603,12,2347
nation,England,E92000001,13/11/2020,22008,1199660,21982,1197325,26,2335
nation,England,E92000001,12/11/2020,22320,1177652,22289,1175343,31,2309
nation,England,E92000001,11/11/2020,25065,1155332,25036,1153054,29,2278
nation,England,E92000001,10/11/2020,24836,1130267,24803,1128018,33,2249
nation,England,E92000001,09/11/2020,28561,1105431,28519,1103215,42,2216
nation,England,E92000001,08/11/2020,18272,1076870,18254,1074696,18,2174
nation,England,E92000001,07/11/2020,16888,1058598,16877,1056442,11,2156
nation,England,E92000001,06/11/2020,21180,1041710,21146,1039565,34,2145
nation,England,E92000001,05/11/2020,21205,1020530,21167,1018419,38,2111
nation,England,E92000001,04/11/2020,21053,999325,21021,997252,32,2073
nation,England,E92000001,03/11/2020,22690,978272,22649,976231,41,2041
nation,England,E92000001,02/11/2020,28393,955582,28355,953582,38,2000
nation,England,E92000001,01/11/2020,13611,927189,13591,925227,20,1962
nation,England,E92000001,31/10/2020,14565,913578,14549,911636,16,1942
nation,England,E92000001,30/10/2020,19899,899013,19871,897087,28,1926
nation,England,E92000001,29/10/2020,20257,879114,20227,877216,30,1898
nation,England,E92000001,28/10/2020,20547,858857,20523,856989,24,1868
nation,England,E92000001,27/10/2020,20761,838310,20740,836466,21,1844
nation,England,E92000001,26/10/2020,23033,817549,23008,815726,25,1823
nation,England,E92000001,25/10/2020,13354,794516,13345,792718,9,1798
nation,England,E92000001,24/10/2020,13713,781162,13696,779373,17,1789
nation,England,E92000001,23/10/2020,18359,767449,18329,765677,30,1772
nation,England,E92000001,22/10/2020,19866,749090,19849,747348,17,1742
nation,England,E92000001,21/10/2020,21762,729224,21735,727499,27,1725
nation,England,E92000001,20/10/2020,21638,707462,21590,705764,48,1698
nation,England,E92000001,19/10/2020,22369,685824,22342,684174,27,1650
nation,England,E92000001,18/10/2020,11982,663455,11966,661832,16,1623
nation,England,E92000001,17/10/2020,12487,651473,12472,649866,15,1607
nation,England,E92000001,16/10/2020,14761,638986,14730,637394,31,1592
nation,England,E92000001,15/10/2020,15429,624225,15394,622664,35,1561
nation,England,E92000001,14/10/2020,16646,608796,16626,607270,20,1526
nation,England,E92000001,13/10/2020,15660,592150,15625,590644,35,1506
nation,England,E92000001,12/10/2020,16420,576490,16395,575019,25,1471
nation,England,E92000001,11/10/2020,9781,560070,9772,558624,9,1446
nation,England,E92000001,10/10/2020,10301,550289,10287,548852,14,1437
nation,England,E92000001,09/10/2020,13159,539988,13131,538565,28,1423
nation,England,E92000001,08/10/2020,15452,526829,15434,525434,18,1395
nation,England,E92000001,07/10/2020,15418,511377,15387,510000,31,1377
nation,England,E92000001,06/10/2020,14458,495959,14430,494613,28,1346
nation,England,E92000001,05/10/2020,14218,481501,14184,480183,34,1318
nation,England,E92000001,04/10/2020,9966,467283,9957,465999,9,1284
nation,England,E92000001,03/10/2020,9820,457317,9810,456042,10,1275
nation,England,E92000001,02/10/2020,11719,447497,11692,446232,27,1265
nation,England,E92000001,01/10/2020,11444,435778,11416,434540,28,1238
nation,England,E92000001,30/09/2020,10663,424334,10632,423124,31,1210
nation,England,E92000001,29/09/2020,8832,413671,8797,412492,35,1179
nation,England,E92000001,28/09/2020,8641,404839,8625,403695,16,1144
nation,England,E92000001,27/09/2020,6084,396198,6075,395070,9,1128
nation,England,E92000001,26/09/2020,5704,390114,5699,388995,5,1119
nation,England,E92000001,25/09/2020,6105,384410,6090,383296,15,1114
nation,England,E92000001,24/09/2020,6361,378305,6340,377206,21,1099
nation,England,E92000001,23/09/2020,5933,371944,5913,370866,20,1078
nation,England,E92000001,22/09/2020,5400,366011,5379,364953,21,1058
nation,England,E92000001,21/09/2020,4727,360611,4715,359574,12,1037
nation,England,E92000001,20/09/2020,4652,355884,4645,354859,7,1025
nation,England,E92000001,19/09/2020,4215,351232,4210,350214,5,1018
nation,England,E92000001,18/09/2020,4290,347017,4266,346004,24,1013
nation,England,E92000001,17/09/2020,3979,342727,3959,341738,20,989
nation,England,E92000001,16/09/2020,3778,338748,3753,337779,25,969
nation,England,E92000001,15/09/2020,3057,334970,3032,334026,25,944
nation,England,E92000001,14/09/2020,2941,331913,2915,330994,26,919
nation,England,E92000001,13/09/2020,1722,328972,1719,328079,3,893
nation,England,E92000001,12/09/2020,2224,327250,2215,326360,9,890
nation,England,E92000001,11/09/2020,2893,325026,2868,324145,25,881
nation,England,E92000001,10/09/2020,3143,322133,3123,321277,20,856
nation,England,E92000001,09/09/2020,2893,318990,2873,318154,20,836
nation,England,E92000001,08/09/2020,3071,316097,3035,315281,36,816
nation,England,E92000001,07/09/2020,3530,313026,3482,312246,48,780
nation,England,E92000001,06/09/2020,2079,309496,2069,308764,10,732
nation,England,E92000001,05/09/2020,2200,307417,2195,306695,5,722
nation,England,E92000001,04/09/2020,2637,305217,2605,304500,32,717
nation,England,E92000001,03/09/2020,2716,302580,2671,301895,45,685
nation,England,E92000001,02/09/2020,2696,299864,2643,299224,53,640
nation,England,E92000001,01/09/2020,1962,297168,1941,296581,21,587
nation,England,E92000001,31/08/2020,1279,295206,1272,294640,7,566
nation,England,E92000001,30/08/2020,987,293927,983,293368,4,559
nation,England,E92000001,29/08/2020,1051,292940,1047,292385,4,555
nation,England,E92000001,28/08/2020,1395,291889,1386,291338,9,551
nation,England,E92000001,27/08/2020,1356,290494,1330,289952,26,542
nation,England,E92000001,26/08/2020,1181,289138,1156,288622,25,516
nation,England,E92000001,25/08/2020,1085,287957,1069,287466,16,491
nation,England,E92000001,24/08/2020,1157,286872,1146,286397,11,475
nation,England,E92000001,23/08/2020,704,285715,701,285251,3,464
nation,England,E92000001,22/08/2020,732,285011,727,284550,5,461
nation,England,E92000001,21/08/2020,1031,284279,1014,283823,17,456
nation,England,E92000001,20/08/2020,1254,283248,1231,282809,23,439
nation,England,E92000001,19/08/2020,1109,281994,1086,281578,23,416
nation,England,E92000001,18/08/2020,955,280885,939,280492,16,393
nation,England,E92000001,17/08/2020,1159,279930,1150,279553,9,377
nation,England,E92000001,16/08/2020,534,278771,529,278403,5,368
nation,England,E92000001,15/08/2020,656,278237,655,277874,1,363
nation,England,E92000001,14/08/2020,1059,277581,1040,277219,19,362
nation,England,E92000001,13/08/2020,1036,276522,1030,276179,6,343
nation,England,E92000001,12/08/2020,1126,275486,1107,275149,19,337
nation,England,E92000001,11/08/2020,1247,274360,1221,274042,26,318
nation,England,E92000001,10/08/2020,1375,273113,1361,272821,14,292
nation,England,E92000001,09/08/2020,569,271738,565,271460,4,278
nation,England,E92000001,08/08/2020,648,271169,642,270895,6,274
nation,England,E92000001,07/08/2020,892,270521,881,270253,11,268
nation,England,E92000001,06/08/2020,1005,269629,991,269372,14,257
nation,England,E92000001,05/08/2020,974,268624,952,268381,22,243
nation,England,E92000001,04/08/2020,965,267650,938,267429,27,221
nation,England,E92000001,03/08/2020,963,266685,947,266491,16,194
nation,England,E92000001,02/08/2020,518,265722,514,265544,4,178
nation,England,E92000001,01/08/2020,508,265204,503,265030,5,174
nation,England,E92000001,31/07/2020,644,264696,635,264527,9,169
nation,England,E92000001,30/07/2020,879,264052,864,263892,15,160
nation,England,E92000001,29/07/2020,994,263173,979,263028,15,145
nation,England,E92000001,28/07/2020,796,262179,783,262049,13,130
nation,England,E92000001,27/07/2020,824,261383,814,261266,10,117
nation,England,E92000001,26/07/2020,518,260559,517,260452,1,107
nation,England,E92000001,25/07/2020,499,260041,496,259935,3,106
nation,England,E92000001,24/07/2020,720,259542,712,259439,8,103
nation,England,E92000001,23/07/2020,741,258822,736,258727,5,95
nation,England,E92000001,22/07/2020,764,258081,756,257991,8,90
nation,England,E92000001,21/07/2020,697,257317,691,257235,6,82
nation,England,E92000001,20/07/2020,769,256620,759,256544,10,76
nation,England,E92000001,19/07/2020,419,255851,414,255785,5,66
nation,England,E92000001,18/07/2020,473,255432,471,255371,2,61
nation,England,E92000001,17/07/2020,548,254959,547,254900,1,59
nation,England,E92000001,16/07/2020,644,254411,639,254353,5,58
nation,England,E92000001,15/07/2020,726,253767,722,253714,4,53
nation,England,E92000001,14/07/2020,661,253041,657,252992,4,49
nation,England,E92000001,13/07/2020,694,252380,694,252335,0,45
nation,England,E92000001,12/07/2020,351,251686,351,251641,0,45
nation,England,E92000001,11/07/2020,433,251335,429,251290,4,45
nation,England,E92000001,10/07/2020,524,250902,521,250861,3,41
nation,England,E92000001,09/07/2020,688,250378,682,250340,6,38
nation,England,E92000001,08/07/2020,682,249690,676,249658,6,32
nation,England,E92000001,07/07/2020,565,249008,562,248982,3,26
nation,England,E92000001,06/07/2020,664,248443,660,248420,4,23
nation,England,E92000001,05/07/2020,544,247779,543,247760,1,19
nation,England,E92000001,04/07/2020,385,247235,385,247217,0,18
nation,England,E92000001,03/07/2020,536,246850,535,246832,1,18
nation,England,E92000001,02/07/2020,561,246314,557,246297,4,17
nation,England,E92000001,01/07/2020,607,245753,604,245740,3,13
nation,England,E92000001,30/06/2020,578,245146,577,245136,1,10
nation,England,E92000001,29/06/2020,666,244568,664,244559,2,9
nation,England,E92000001,28/06/2020,413,243902,412,243895,1,7
nation,England,E92000001,27/06/2020,506,243489,504,243483,2,6
nation,England,E92000001,26/06/2020,640,242983,639,242979,1,4
nation,England,E92000001,25/06/2020,643,242343,643,242340,0,3
nation,England,E92000001,24/06/2020,732,241700,731,241697,1,3
nation,England,E92000001,23/06/2020,727,240968,726,240966,1,2
nation,England,E92000001,22/06/2020,821,240241,821,240240,0,1
nation,England,E92000001,21/06/2020,550,239420,550,239419,0,1
nation,England,E92000001,20/06/2020,626,238870,626,238869,0,1
nation,England,E92000001,19/06/2020,818,238244,817,238243,1,1
nation,England,E92000001,18/06/2020,938,237426,938,237426,,
nation,England,E92000001,17/06/2020,914,236488,914,236488,,
nation,England,E92000001,16/06/2020,996,235574,996,235574,,
nation,England,E92000001,15/06/2020,944,234578,944,234578,,
nation,England,E92000001,14/06/2020,752,233634,752,233634,,
nation,England,E92000001,13/06/2020,785,232882,785,232882,,
nation,England,E92000001,12/06/2020,938,232097,938,232097,,
nation,England,E92000001,11/06/2020,915,231159,915,231159,,
nation,England,E92000001,10/06/2020,1086,230244,1086,230244,,
nation,England,E92000001,09/06/2020,1066,229158,1066,229158,,
nation,England,E92000001,08/06/2020,990,228092,990,228092,,
nation,England,E92000001,07/06/2020,668,227102,668,227102,,
nation,England,E92000001,06/06/2020,723,226434,723,226434,,
nation,England,E92000001,05/06/2020,1020,225711,1020,225711,,
nation,England,E92000001,04/06/2020,1147,224691,1147,224691,,
nation,England,E92000001,03/06/2020,1251,223544,1251,223544,,
nation,England,E92000001,02/06/2020,1365,222293,1365,222293,,
nation,England,E92000001,01/06/2020,1319,220928,1319,220928,,
nation,England,E92000001,31/05/2020,984,219609,984,219609,,
nation,England,E92000001,30/05/2020,1010,218625,1010,218625,,
nation,England,E92000001,29/05/2020,1375,217615,1375,217615,,
nation,England,E92000001,28/05/2020,1575,216240,1575,216240,,
nation,England,E92000001,27/05/2020,1616,214665,1616,214665,,
nation,England,E92000001,26/05/2020,1461,213049,1461,213049,,
nation,England,E92000001,25/05/2020,1389,211588,1389,211588,,
nation,England,E92000001,24/05/2020,1206,210199,1206,210199,,
nation,England,E92000001,23/05/2020,1309,208993,1309,208993,,
nation,England,E92000001,22/05/2020,1798,207684,1798,207684,,
nation,England,E92000001,21/05/2020,2277,205886,2277,205886,,
nation,England,E92000001,20/05/2020,2359,203609,2359,203609,,
nation,England,E92000001,19/05/2020,2602,201250,2602,201250,,
nation,England,E92000001,18/05/2020,2226,198648,2226,198648,,
nation,England,E92000001,17/05/2020,1593,196422,1593,196422,,
nation,England,E92000001,16/05/2020,1781,194829,1781,194829,,
nation,England,E92000001,15/05/2020,2145,193048,2145,193048,,
nation,England,E92000001,14/05/2020,2222,190903,2222,190903,,
nation,England,E92000001,13/05/2020,2899,188681,2899,188681,,
nation,England,E92000001,12/05/2020,2940,185782,2940,185782,,
nation,England,E92000001,11/05/2020,3088,182842,3088,182842,,
nation,England,E92000001,10/05/2020,2013,179754,2013,179754,,
nation,England,E92000001,09/05/2020,1797,177741,1797,177741,,
nation,England,E92000001,08/05/2020,2622,175944,2622,175944,,
nation,England,E92000001,07/05/2020,3205,173322,3205,173322,,
nation,England,E92000001,06/05/2020,3264,170117,3264,170117,,
nation,England,E92000001,05/05/2020,3148,166853,3148,166853,,
nation,England,E92000001,04/05/2020,2851,163705,2851,163705,,
nation,England,E92000001,03/05/2020,2648,160854,2648,160854,,
nation,England,E92000001,02/05/2020,2762,158206,2762,158206,,
nation,England,E92000001,01/05/2020,4109,155444,4109,155444,,
nation,England,E92000001,30/04/2020,4314,151335,4314,151335,,
nation,England,E92000001,29/04/2020,4737,147021,4737,147021,,
nation,England,E92000001,28/04/2020,4113,142284,4113,142284,,
nation,England,E92000001,27/04/2020,4056,138171,4056,138171,,
nation,England,E92000001,26/04/2020,3137,134115,3137,134115,,
nation,England,E92000001,25/04/2020,3381,130978,3381,130978,,
nation,England,E92000001,24/04/2020,4352,127597,4352,127597,,
nation,England,E92000001,23/04/2020,4574,123245,4574,123245,,
nation,England,E92000001,22/04/2020,4812,118671,4812,118671,,
nation,England,E92000001,21/04/2020,3996,113859,3996,113859,,
nation,England,E92000001,20/04/2020,3698,109863,3698,109863,,
nation,England,E92000001,19/04/2020,3494,106165,3494,106165,,
nation,England,E92000001,18/04/2020,4142,102671,4142,102671,,
nation,England,E92000001,17/04/2020,4088,98529,4088,98529,,
nation,England,E92000001,16/04/2020,4360,94441,4360,94441,,
nation,England,E92000001,15/04/2020,4240,90081,4240,90081,,
nation,England,E92000001,14/04/2020,3568,85841,3568,85841,,
nation,England,E92000001,13/04/2020,3463,82273,3463,82273,,
nation,England,E92000001,12/04/2020,2958,78810,2958,78810,,
nation,England,E92000001,11/04/2020,3085,75852,3085,75852,,
nation,England,E92000001,10/04/2020,3590,72767,3590,72767,,
nation,England,E92000001,09/04/2020,4076,69177,4076,69177,,
nation,England,E92000001,08/04/2020,4315,65101,4315,65101,,
nation,England,E92000001,07/04/2020,4605,60786,4605,60786,,
nation,England,E92000001,06/04/2020,4407,56181,4407,56181,,
nation,England,E92000001,05/04/2020,3094,51774,3094,51774,,
nation,England,E92000001,04/04/2020,3405,48680,3405,48680,,
nation,England,E92000001,03/04/2020,4102,45275,4102,45275,,
nation,England,E92000001,02/04/2020,4097,41173,4097,41173,,
nation,England,E92000001,01/04/2020,4150,37076,4150,37076,,
nation,England,E92000001,31/03/2020,3816,32926,3816,32926,,
nation,England,E92000001,30/03/2020,3514,29110,3514,29110,,
nation,England,E92000001,29/03/2020,2449,25596,2449,25596,,
nation,England,E92000001,28/03/2020,2379,23147,2379,23147,,
nation,England,E92000001,27/03/2020,2672,20768,2672,20768,,
nation,England,E92000001,26/03/2020,2633,18096,2633,18096,,
nation,England,E92000001,25/03/2020,2284,15463,2284,15463,,
nation,England,E92000001,24/03/2020,2041,13179,2041,13179,,
nation,England,E92000001,23/03/2020,2010,11138,2010,11138,,
nation,England,E92000001,22/03/2020,1212,9128,1212,9128,,
nation,England,E92000001,21/03/2020,1040,7916,1040,7916,,
nation,England,E92000001,20/03/2020,1096,6876,1096,6876,,
nation,England,E92000001,19/03/2020,932,5780,932,5780,,
nation,England,E92000001,18/03/2020,910,4848,910,4848,,
nation,England,E92000001,17/03/2020,683,3938,683,3938,,
nation,England,E92000001,16/03/2020,552,3255,552,3255,,
nation,England,E92000001,15/03/2020,398,2703,398,2703,,
nation,England,E92000001,14/03/2020,315,2305,315,2305,,
nation,England,E92000001,13/03/2020,401,1990,401,1990,,
nation,England,E92000001,12/03/2020,421,1589,421,1589,,
nation,England,E92000001,11/03/2020,358,1168,358,1168,,
nation,England,E92000001,10/03/2020,229,810,229,810,,
nation,England,E92000001,09/03/2020,127,581,127,581,,
nation,England,E92000001,08/03/2020,50,454,50,454,,
nation,England,E92000001,07/03/2020,55,404,55,404,,
nation,England,E92000001,06/03/2020,74,349,74,349,,
nation,England,E92000001,05/03/2020,46,275,46,275,,
nation,England,E92000001,04/03/2020,49,229,49,229,,
nation,England,E92000001,03/03/2020,53,180,53,180,,
nation,England,E92000001,02/03/2020,40,127,40,127,,
nation,England,E92000001,01/03/2020,18,87,18,87,,
nation,England,E92000001,29/02/2020,4,69,4,69,,
nation,England,E92000001,28/02/2020,11,65,11,65,,
nation,England,E92000001,27/02/2020,7,54,7,54,,
nation,England,E92000001,26/02/2020,1,47,1,47,,
nation,England,E92000001,25/02/2020,3,46,3,46,,
nation,England,E92000001,24/02/2020,2,43,2,43,,
nation,England,E92000001,23/02/2020,6,41,6,41,,
nation,England,E92000001,22/02/2020,0,35,0,35,,
nation,England,E92000001,21/02/2020,2,35,2,35,,
nation,England,E92000001,20/02/2020,0,33,0,33,,
nation,England,E92000001,19/02/2020,0,33,0,33,,
nation,England,E92000001,18/02/2020,0,33,0,33,,
nation,England,E92000001,17/02/2020,1,33,1,33,,
nation,England,E92000001,16/02/2020,0,32,0,32,,
nation,England,E92000001,15/02/2020,0,32,0,32,,
nation,England,E92000001,14/02/2020,0,32,0,32,,
nation,England,E92000001,13/02/2020,1,32,1,32,,
nation,England,E92000001,12/02/2020,1,31,1,31,,
nation,England,E92000001,11/02/2020,4,30,4,30,,
nation,England,E92000001,10/02/2020,1,26,1,26,,
nation,England,E92000001,09/02/2020,1,25,1,25,,
nation,England,E92000001,08/02/2020,3,24,3,24,,
nation,England,E92000001,07/02/2020,0,21,0,21,,
nation,England,E92000001,06/02/2020,0,21,0,21,,
nation,England,E92000001,05/02/2020,1,21,1,21,,
nation,England,E92000001,04/02/2020,0,20,0,20,,
nation,England,E92000001,03/02/2020,18,20,18,20,,
nation,England,E92000001,02/02/2020,1,2,1,2,,
nation,England,E92000001,01/02/2020,0,1,0,1,,
nation,England,E92000001,31/01/2020,0,1,0,1,,
nation,England,E92000001,30/01/2020,1,1,1,1,,
