areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,12/04/2023,1265,20772220,759,19233710,506,1538510
nation,England,E92000001,11/04/2023,2032,20770955,1291,19232951,741,1538004
nation,England,E92000001,10/04/2023,2009,20768923,1243,19231660,766,1537263
nation,England,E92000001,09/04/2023,1575,20766914,1039,19230417,536,1536497
nation,England,E92000001,08/04/2023,1465,20765339,952,19229378,513,1535961
nation,England,E92000001,07/04/2023,1531,20763874,999,19228426,532,1535448
nation,England,E92000001,06/04/2023,1892,20762343,1230,19227427,662,1534916
nation,England,E92000001,05/04/2023,2178,20760451,1374,19226197,804,1534254
nation,England,E92000001,04/04/2023,2123,20758273,1381,19224823,742,1533450
nation,England,E92000001,03/04/2023,2422,20756150,1530,19223442,892,1532708
nation,England,E92000001,02/04/2023,2242,20753728,1411,19221912,831,1531816
nation,England,E92000001,01/04/2023,2059,20751486,1322,19220501,737,1530985
nation,England,E92000001,31/03/2023,2493,20749427,1588,19219179,905,1530248
nation,England,E92000001,30/03/2023,3028,20746934,1928,19217591,1100,1529343
nation,England,E92000001,29/03/2023,3424,20743906,2106,19215663,1318,1528243
nation,England,E92000001,28/03/2023,3579,20740482,2206,19213557,1373,1526925
nation,England,E92000001,27/03/2023,3918,20736903,2347,19211351,1571,1525552
nation,England,E92000001,26/03/2023,3151,20732985,1879,19209004,1272,1523981
nation,England,E92000001,25/03/2023,2751,20729834,1715,19207125,1036,1522709
nation,England,E92000001,24/03/2023,3734,20727083,2309,19205410,1425,1521673
nation,England,E92000001,23/03/2023,3959,20723349,2371,19203101,1588,1520248
nation,England,E92000001,22/03/2023,4318,20719390,2611,19200730,1707,1518660
nation,England,E92000001,21/03/2023,4749,20715072,2883,19198119,1866,1516953
nation,England,E92000001,20/03/2023,4730,20710323,2789,19195236,1941,1515087
nation,England,E92000001,19/03/2023,3681,20705593,2176,19192447,1505,1513146
nation,England,E92000001,18/03/2023,3098,20701912,1916,19190271,1182,1511641
nation,England,E92000001,17/03/2023,3707,20698814,2336,19188355,1371,1510459
nation,England,E92000001,16/03/2023,4340,20695107,2639,19186019,1701,1509088
nation,England,E92000001,15/03/2023,4366,20690767,2661,19183380,1705,1507387
nation,England,E92000001,14/03/2023,5063,20686401,3057,19180719,2006,1505682
nation,England,E92000001,13/03/2023,5288,20681338,3139,19177662,2149,1503676
nation,England,E92000001,12/03/2023,4025,20676050,2389,19174523,1636,1501527
nation,England,E92000001,11/03/2023,3082,20672025,1890,19172134,1192,1499891
nation,England,E92000001,10/03/2023,3592,20668943,2267,19170244,1325,1498699
nation,England,E92000001,09/03/2023,3959,20665351,2426,19167977,1533,1497374
nation,England,E92000001,08/03/2023,4314,20661392,2633,19165551,1681,1495841
nation,England,E92000001,07/03/2023,4448,20657078,2730,19162918,1718,1494160
nation,England,E92000001,06/03/2023,4575,20652630,2696,19160188,1879,1492442
nation,England,E92000001,05/03/2023,3152,20648055,1897,19157492,1255,1490563
nation,England,E92000001,04/03/2023,2568,20644903,1554,19155595,1014,1489308
nation,England,E92000001,03/03/2023,3417,20642335,2079,19154041,1338,1488294
nation,England,E92000001,02/03/2023,3562,20638918,2233,19151962,1329,1486956
nation,England,E92000001,01/03/2023,3966,20635356,2436,19149729,1530,1485627
nation,England,E92000001,28/02/2023,4151,20631390,2474,19147293,1677,1484097
nation,England,E92000001,27/02/2023,4314,20627239,2625,19144819,1689,1482420
nation,England,E92000001,26/02/2023,2897,20622925,1777,19142194,1120,1480731
nation,England,E92000001,25/02/2023,2524,20620028,1588,19140417,936,1479611
nation,England,E92000001,24/02/2023,3113,20617504,1928,19138829,1185,1478675
nation,England,E92000001,23/02/2023,3483,20614391,2181,19136901,1302,1477490
nation,England,E92000001,22/02/2023,3851,20610908,2317,19134720,1534,1476188
nation,England,E92000001,21/02/2023,4311,20607057,2546,19132403,1765,1474654
nation,England,E92000001,20/02/2023,4544,20602746,2705,19129857,1839,1472889
nation,England,E92000001,19/02/2023,3436,20598202,2061,19127152,1375,1471050
nation,England,E92000001,18/02/2023,2905,20594766,1842,19125091,1063,1469675
nation,England,E92000001,17/02/2023,3779,20591861,2316,19123249,1463,1468612
nation,England,E92000001,16/02/2023,4006,20588082,2506,19120933,1500,1467149
nation,England,E92000001,15/02/2023,3897,20584076,2388,19118427,1509,1465649
nation,England,E92000001,14/02/2023,4352,20580179,2631,19116039,1721,1464140
nation,England,E92000001,13/02/2023,4541,20575827,2759,19113408,1782,1462419
nation,England,E92000001,12/02/2023,2921,20571286,1808,19110649,1113,1460637
nation,England,E92000001,11/02/2023,2394,20568365,1506,19108841,888,1459524
nation,England,E92000001,10/02/2023,3045,20565971,1940,19107335,1105,1458636
nation,England,E92000001,09/02/2023,3037,20562926,1881,19105395,1156,1457531
nation,England,E92000001,08/02/2023,3331,20559889,2000,19103514,1331,1456375
nation,England,E92000001,07/02/2023,3391,20556558,2062,19101514,1329,1455044
nation,England,E92000001,06/02/2023,3620,20553167,2159,19099452,1461,1453715
nation,England,E92000001,05/02/2023,2613,20549547,1569,19097293,1044,1452254
nation,England,E92000001,04/02/2023,2223,20546934,1372,19095724,851,1451210
nation,England,E92000001,03/02/2023,2743,20544711,1706,19094352,1037,1450359
nation,England,E92000001,02/02/2023,2954,20541968,1858,19092646,1096,1449322
nation,England,E92000001,01/02/2023,3209,20539014,1958,19090788,1251,1448226
nation,England,E92000001,31/01/2023,3275,20535805,1941,19088830,1334,1446975
nation,England,E92000001,30/01/2023,3271,20532530,1978,19086889,1293,1445641
nation,England,E92000001,29/01/2023,2249,20529259,1307,19084911,942,1444348
nation,England,E92000001,28/01/2023,1802,20527010,1175,19083604,627,1443406
nation,England,E92000001,27/01/2023,2269,20525208,1453,19082429,816,1442779
nation,England,E92000001,26/01/2023,2334,20522939,1463,19080976,871,1441963
nation,England,E92000001,25/01/2023,2419,20520605,1466,19079513,953,1441092
nation,England,E92000001,24/01/2023,2549,20518186,1532,19078047,1017,1440139
nation,England,E92000001,23/01/2023,2384,20515637,1449,19076515,935,1439122
nation,England,E92000001,22/01/2023,1748,20513253,1017,19075066,731,1438187
nation,England,E92000001,21/01/2023,1400,20511505,902,19074049,498,1437456
nation,England,E92000001,20/01/2023,1700,20510105,1095,19073147,605,1436958
nation,England,E92000001,19/01/2023,1808,20508405,1122,19072052,686,1436353
nation,England,E92000001,18/01/2023,1895,20506597,1207,19070930,688,1435667
nation,England,E92000001,17/01/2023,1984,20504702,1244,19069723,740,1434979
nation,England,E92000001,16/01/2023,2308,20502718,1401,19068479,907,1434239
nation,England,E92000001,15/01/2023,1673,20500410,1020,19067078,653,1433332
nation,England,E92000001,14/01/2023,1325,20498737,896,19066058,429,1432679
nation,England,E92000001,13/01/2023,1910,20497412,1217,19065162,693,1432250
nation,England,E92000001,12/01/2023,2199,20495502,1430,19063945,769,1431557
nation,England,E92000001,11/01/2023,2369,20493303,1556,19062515,813,1430788
nation,England,E92000001,10/01/2023,2799,20490934,1792,19060959,1007,1429975
nation,England,E92000001,09/01/2023,3205,20488135,2022,19059167,1183,1428968
nation,England,E92000001,08/01/2023,2494,20484930,1589,19057145,905,1427785
nation,England,E92000001,07/01/2023,2413,20482436,1629,19055556,784,1426880
nation,England,E92000001,06/01/2023,3409,20480023,2290,19053927,1119,1426096
nation,England,E92000001,05/01/2023,4162,20476614,2647,19051637,1515,1424977
nation,England,E92000001,04/01/2023,5006,20472452,3164,19048990,1842,1423462
nation,England,E92000001,03/01/2023,5738,20467446,3566,19045826,2172,1421620
nation,England,E92000001,02/01/2023,4632,20461708,2943,19042260,1689,1419448
nation,England,E92000001,01/01/2023,3333,20457076,2273,19039317,1060,1417759
nation,England,E92000001,31/12/2022,3887,20453743,2647,19037044,1240,1416699
nation,England,E92000001,30/12/2022,5517,20449856,3758,19034397,1759,1415459
nation,England,E92000001,29/12/2022,6945,20444339,4713,19030639,2232,1413700
nation,England,E92000001,28/12/2022,7604,20437394,5074,19025926,2530,1411468
nation,England,E92000001,27/12/2022,5972,20429790,3917,19020852,2055,1408938
nation,England,E92000001,26/12/2022,4488,20423818,3047,19016935,1441,1406883
nation,England,E92000001,25/12/2022,3382,20419330,2413,19013888,969,1405442
nation,England,E92000001,24/12/2022,3778,20415948,2737,19011475,1041,1404473
nation,England,E92000001,23/12/2022,5221,20412170,3645,19008738,1576,1403432
nation,England,E92000001,22/12/2022,6234,20406949,4234,19005093,2000,1401856
nation,England,E92000001,21/12/2022,7034,20400715,4719,19000859,2315,1399856
nation,England,E92000001,20/12/2022,7829,20393681,5286,18996140,2543,1397541
nation,England,E92000001,19/12/2022,8236,20385852,5461,18990854,2775,1394998
nation,England,E92000001,18/12/2022,5210,20377616,3479,18985393,1731,1392223
nation,England,E92000001,17/12/2022,4272,20372406,2837,18981914,1435,1390492
nation,England,E92000001,16/12/2022,5528,20368134,3776,18979077,1752,1389057
nation,England,E92000001,15/12/2022,5547,20362606,3619,18975301,1928,1387305
nation,England,E92000001,14/12/2022,5961,20357059,3900,18971682,2061,1385377
nation,England,E92000001,13/12/2022,6483,20351098,4218,18967782,2265,1383316
nation,England,E92000001,12/12/2022,6352,20344615,4158,18963564,2194,1381051
nation,England,E92000001,11/12/2022,4225,20338263,2704,18959406,1521,1378857
nation,England,E92000001,10/12/2022,3285,20334038,2180,18956702,1105,1377336
nation,England,E92000001,09/12/2022,3825,20330753,2562,18954522,1263,1376231
nation,England,E92000001,08/12/2022,4092,20326928,2675,18951960,1417,1374968
nation,England,E92000001,07/12/2022,4640,20322836,2945,18949285,1695,1373551
nation,England,E92000001,06/12/2022,4763,20318196,3057,18946340,1706,1371856
nation,England,E92000001,05/12/2022,4852,20313433,3019,18943283,1833,1370150
nation,England,E92000001,04/12/2022,3409,20308581,2182,18940264,1227,1368317
nation,England,E92000001,03/12/2022,2481,20305172,1621,18938082,860,1367090
nation,England,E92000001,02/12/2022,3273,20302691,2149,18936461,1124,1366230
nation,England,E92000001,01/12/2022,3215,20299418,2065,18934312,1150,1365106
nation,England,E92000001,30/11/2022,3608,20296203,2263,18932247,1345,1363956
nation,England,E92000001,29/11/2022,3972,20292595,2525,18929984,1447,1362611
nation,England,E92000001,28/11/2022,4238,20288623,2703,18927459,1535,1361164
nation,England,E92000001,27/11/2022,3151,20284385,1964,18924756,1187,1359629
nation,England,E92000001,26/11/2022,2304,20281234,1486,18922792,818,1358442
nation,England,E92000001,25/11/2022,2640,20278930,1773,18921306,867,1357624
nation,England,E92000001,24/11/2022,3006,20276290,1882,18919533,1124,1356757
nation,England,E92000001,23/11/2022,3241,20273284,2095,18917651,1146,1355633
nation,England,E92000001,22/11/2022,3452,20270043,2122,18915556,1330,1354487
nation,England,E92000001,21/11/2022,3549,20266591,2181,18913434,1368,1353157
nation,England,E92000001,20/11/2022,2611,20263042,1643,18911253,968,1351789
nation,England,E92000001,19/11/2022,2206,20260431,1464,18909610,742,1350821
nation,England,E92000001,18/11/2022,2501,20258225,1669,18908146,832,1350079
nation,England,E92000001,17/11/2022,2703,20255724,1714,18906477,989,1349247
nation,England,E92000001,16/11/2022,2934,20253021,1911,18904763,1023,1348258
nation,England,E92000001,15/11/2022,3159,20250087,2018,18902852,1141,1347235
nation,England,E92000001,14/11/2022,3494,20246928,2209,18900834,1285,1346094
nation,England,E92000001,13/11/2022,2647,20243434,1689,18898625,958,1344809
nation,England,E92000001,12/11/2022,2172,20240787,1474,18896936,698,1343851
nation,England,E92000001,11/11/2022,2561,20238615,1729,18895462,832,1343153
nation,England,E92000001,10/11/2022,2806,20236054,1888,18893733,918,1342321
nation,England,E92000001,09/11/2022,3185,20233248,2107,18891845,1078,1341403
nation,England,E92000001,08/11/2022,3378,20230063,2184,18889738,1194,1340325
nation,England,E92000001,07/11/2022,3878,20226685,2494,18887554,1384,1339131
nation,England,E92000001,06/11/2022,2916,20222807,1862,18885060,1054,1337747
nation,England,E92000001,05/11/2022,2374,20219891,1591,18883198,783,1336693
nation,England,E92000001,04/11/2022,2760,20217517,1929,18881607,831,1335910
nation,England,E92000001,03/11/2022,3262,20214757,2202,18879678,1060,1335079
nation,England,E92000001,02/11/2022,3599,20211495,2417,18877476,1182,1334019
nation,England,E92000001,01/11/2022,4091,20207896,2715,18875059,1376,1332837
nation,England,E92000001,31/10/2022,4632,20203805,3106,18872344,1526,1331461
nation,England,E92000001,30/10/2022,3827,20199173,2567,18869238,1260,1329935
nation,England,E92000001,29/10/2022,3227,20195346,2266,18866671,961,1328675
nation,England,E92000001,28/10/2022,3916,20192119,2834,18864405,1082,1327714
nation,England,E92000001,27/10/2022,4374,20188203,3132,18861571,1242,1326632
nation,England,E92000001,26/10/2022,4923,20183829,3461,18858439,1462,1325390
nation,England,E92000001,25/10/2022,5179,20178906,3654,18854978,1525,1323928
nation,England,E92000001,24/10/2022,6147,20173727,4295,18851324,1852,1322403
nation,England,E92000001,23/10/2022,5011,20167580,3597,18847029,1414,1320551
nation,England,E92000001,22/10/2022,4527,20162569,3315,18843432,1212,1319137
nation,England,E92000001,21/10/2022,5760,20158042,4162,18840117,1598,1317925
nation,England,E92000001,20/10/2022,6076,20152282,4303,18835955,1773,1316327
nation,England,E92000001,19/10/2022,7041,20146206,5039,18831652,2002,1314554
nation,England,E92000001,18/10/2022,7665,20139165,5428,18826613,2237,1312552
nation,England,E92000001,17/10/2022,9295,20131500,6598,18821185,2697,1310315
nation,England,E92000001,16/10/2022,7257,20122205,5220,18814587,2037,1307618
nation,England,E92000001,15/10/2022,6005,20114948,4434,18809367,1571,1305581
nation,England,E92000001,14/10/2022,7342,20108943,5493,18804933,1849,1304010
nation,England,E92000001,13/10/2022,7561,20101601,5482,18799440,2079,1302161
nation,England,E92000001,12/10/2022,8120,20094040,5803,18793958,2317,1300082
nation,England,E92000001,11/10/2022,8779,20085920,6425,18788155,2354,1297765
nation,England,E92000001,10/10/2022,9833,20077141,7088,18781730,2745,1295411
nation,England,E92000001,09/10/2022,8014,20067308,5883,18774642,2131,1292666
nation,England,E92000001,08/10/2022,6581,20059294,4966,18768759,1615,1290535
nation,England,E92000001,07/10/2022,8334,20052713,6213,18763793,2121,1288920
nation,England,E92000001,06/10/2022,8818,20044379,6615,18757580,2203,1286799
nation,England,E92000001,05/10/2022,9544,20035561,7035,18750965,2509,1284596
nation,England,E92000001,04/10/2022,10246,20026017,7550,18743930,2696,1282087
nation,England,E92000001,03/10/2022,10881,20015771,7968,18736380,2913,1279391
nation,England,E92000001,02/10/2022,8617,20004890,6500,18728412,2117,1276478
nation,England,E92000001,01/10/2022,6564,19996273,5036,18721912,1528,1274361
nation,England,E92000001,30/09/2022,7098,19989709,5453,18716876,1645,1272833
nation,England,E92000001,29/09/2022,7352,19982611,5560,18711423,1792,1271188
nation,England,E92000001,28/09/2022,7807,19975259,5872,18705863,1935,1269396
nation,England,E92000001,27/09/2022,7644,19967452,5639,18699991,2005,1267461
nation,England,E92000001,26/09/2022,8040,19959808,5869,18694352,2171,1265456
nation,England,E92000001,25/09/2022,6738,19951768,4961,18688483,1777,1263285
nation,England,E92000001,24/09/2022,5309,19945030,4006,18683522,1303,1261508
nation,England,E92000001,23/09/2022,6006,19939721,4525,18679516,1481,1260205
nation,England,E92000001,22/09/2022,6294,19933715,4637,18674991,1657,1258724
nation,England,E92000001,21/09/2022,6940,19927421,5086,18670354,1854,1257067
nation,England,E92000001,20/09/2022,7200,19920481,5165,18665268,2035,1255213
nation,England,E92000001,19/09/2022,5702,19913281,4022,18660103,1680,1253178
nation,England,E92000001,18/09/2022,3943,19907579,2882,18656081,1061,1251498
nation,England,E92000001,17/09/2022,3188,19903636,2381,18653199,807,1250437
nation,England,E92000001,16/09/2022,3729,19900448,2762,18650818,967,1249630
nation,England,E92000001,15/09/2022,4201,19896719,3018,18648056,1183,1248663
nation,England,E92000001,14/09/2022,4451,19892518,3235,18645038,1216,1247480
nation,England,E92000001,13/09/2022,4603,19888067,3407,18641803,1196,1246264
nation,England,E92000001,12/09/2022,4749,19883464,3385,18638396,1364,1245068
nation,England,E92000001,11/09/2022,3889,19878715,2843,18635011,1046,1243704
nation,England,E92000001,10/09/2022,2861,19874826,2119,18632168,742,1242658
nation,England,E92000001,09/09/2022,3103,19871965,2326,18630049,777,1241916
nation,England,E92000001,08/09/2022,3250,19868862,2370,18627723,880,1241139
nation,England,E92000001,07/09/2022,3750,19865612,2740,18625353,1010,1240259
nation,England,E92000001,06/09/2022,3941,19861862,2869,18622613,1072,1239249
nation,England,E92000001,05/09/2022,4385,19857921,3152,18619744,1233,1238177
nation,England,E92000001,04/09/2022,3759,19853536,2770,18616592,989,1236944
nation,England,E92000001,03/09/2022,2971,19849777,2213,18613822,758,1235955
nation,England,E92000001,02/09/2022,3239,19846806,2437,18611609,802,1235197
nation,England,E92000001,01/09/2022,3760,19843567,2733,18609172,1027,1234395
nation,England,E92000001,31/08/2022,3975,19839807,2935,18606439,1040,1233368
nation,England,E92000001,30/08/2022,4474,19835832,3162,18603504,1312,1232328
nation,England,E92000001,29/08/2022,3937,19831358,2841,18600342,1096,1231016
nation,England,E92000001,28/08/2022,2882,19827421,2192,18597501,690,1229920
nation,England,E92000001,27/08/2022,2606,19824539,1978,18595309,628,1229230
nation,England,E92000001,26/08/2022,2997,19821933,2286,18593331,711,1228602
nation,England,E92000001,25/08/2022,3266,19818936,2404,18591045,862,1227891
nation,England,E92000001,24/08/2022,3913,19815670,2907,18588641,1006,1227029
nation,England,E92000001,23/08/2022,4077,19811757,3047,18585734,1030,1226023
nation,England,E92000001,22/08/2022,4575,19807680,3379,18582687,1196,1224993
nation,England,E92000001,21/08/2022,3547,19803105,2612,18579308,935,1223797
nation,England,E92000001,20/08/2022,2844,19799558,2179,18576696,665,1222862
nation,England,E92000001,19/08/2022,3317,19796714,2487,18574517,830,1222197
nation,England,E92000001,18/08/2022,3880,19793397,2892,18572030,988,1221367
nation,England,E92000001,17/08/2022,4390,19789517,3270,18569138,1120,1220379
nation,England,E92000001,16/08/2022,4832,19785127,3609,18565868,1223,1219259
nation,England,E92000001,15/08/2022,5600,19780295,4177,18562259,1423,1218036
nation,England,E92000001,14/08/2022,4781,19774695,3622,18558082,1159,1216613
nation,England,E92000001,13/08/2022,3977,19769914,3054,18554460,923,1215454
nation,England,E92000001,12/08/2022,4779,19765937,3655,18551406,1124,1214531
nation,England,E92000001,11/08/2022,5446,19761158,4082,18547751,1364,1213407
nation,England,E92000001,10/08/2022,6003,19755712,4510,18543669,1493,1212043
nation,England,E92000001,09/08/2022,6462,19749709,4926,18539159,1536,1210550
nation,England,E92000001,08/08/2022,7226,19743247,5310,18534233,1916,1209014
nation,England,E92000001,07/08/2022,5897,19736021,4491,18528923,1406,1207098
nation,England,E92000001,06/08/2022,4852,19730124,3761,18524432,1091,1205692
nation,England,E92000001,05/08/2022,5860,19725272,4491,18520671,1369,1204601
nation,England,E92000001,04/08/2022,6524,19719412,4976,18516180,1548,1203232
nation,England,E92000001,03/08/2022,7421,19712888,5728,18511204,1693,1201684
nation,England,E92000001,02/08/2022,8166,19705467,6177,18505476,1989,1199991
nation,England,E92000001,01/08/2022,8815,19697301,6650,18499299,2165,1198002
nation,England,E92000001,31/07/2022,7672,19688486,5889,18492649,1783,1195837
nation,England,E92000001,30/07/2022,6613,19680814,5146,18486760,1467,1194054
nation,England,E92000001,29/07/2022,7584,19674201,5851,18481614,1733,1192587
nation,England,E92000001,28/07/2022,8340,19666617,6351,18475763,1989,1190854
nation,England,E92000001,27/07/2022,9435,19658277,7191,18469412,2244,1188865
nation,England,E92000001,26/07/2022,10482,19648842,8053,18462221,2429,1186621
nation,England,E92000001,25/07/2022,11929,19638360,9140,18454168,2789,1184192
nation,England,E92000001,24/07/2022,10216,19626431,7841,18445028,2375,1181403
nation,England,E92000001,23/07/2022,8909,19616215,6977,18437187,1932,1179028
nation,England,E92000001,22/07/2022,11176,19607306,8656,18430210,2520,1177096
nation,England,E92000001,21/07/2022,12791,19596130,9872,18421554,2919,1174576
nation,England,E92000001,20/07/2022,14534,19583339,11291,18411682,3243,1171657
nation,England,E92000001,19/07/2022,14866,19568805,11348,18400391,3518,1168414
nation,England,E92000001,18/07/2022,16920,19553939,12798,18389043,4122,1164896
nation,England,E92000001,17/07/2022,15704,19537019,12072,18376245,3632,1160774
nation,England,E92000001,16/07/2022,13671,19521315,10675,18364173,2996,1157142
nation,England,E92000001,15/07/2022,16626,19507644,12842,18353498,3784,1154146
nation,England,E92000001,14/07/2022,19340,19491018,14752,18340656,4588,1150362
nation,England,E92000001,13/07/2022,21639,19471678,16643,18325904,4996,1145774
nation,England,E92000001,12/07/2022,24377,19450039,18606,18309261,5771,1140778
nation,England,E92000001,11/07/2022,27200,19425662,20621,18290655,6579,1135007
nation,England,E92000001,10/07/2022,23046,19398462,17808,18270034,5238,1128428
nation,England,E92000001,09/07/2022,19354,19375416,15269,18252226,4085,1123190
nation,England,E92000001,08/07/2022,22173,19356062,17504,18236957,4669,1119105
nation,England,E92000001,07/07/2022,24049,19333889,18600,18219453,5449,1114436
nation,England,E92000001,06/07/2022,26742,19309840,20650,18200853,6092,1108987
nation,England,E92000001,05/07/2022,28118,19283098,21784,18180203,6334,1102895
nation,England,E92000001,04/07/2022,30388,19254980,23338,18158419,7050,1096561
nation,England,E92000001,03/07/2022,25174,19224592,19478,18135081,5696,1089511
nation,England,E92000001,02/07/2022,19586,19199418,15546,18115603,4040,1083815
nation,England,E92000001,01/07/2022,21068,19179832,16753,18100057,4315,1079775
nation,England,E92000001,30/06/2022,21510,19158764,16834,18083304,4676,1075460
nation,England,E92000001,29/06/2022,21720,19137254,17058,18066470,4662,1070784
nation,England,E92000001,28/06/2022,21873,19115534,17365,18049412,4508,1066122
nation,England,E92000001,27/06/2022,21897,19093661,17278,18032047,4619,1061614
nation,England,E92000001,26/06/2022,18040,19071764,14412,18014769,3628,1056995
nation,England,E92000001,25/06/2022,14478,19053724,11846,18000357,2632,1053367
nation,England,E92000001,24/06/2022,15627,19039246,12680,17988511,2947,1050735
nation,England,E92000001,23/06/2022,16700,19023619,13497,17975831,3203,1047788
nation,England,E92000001,22/06/2022,17764,19006919,14461,17962334,3303,1044585
nation,England,E92000001,21/06/2022,17531,18989155,14193,17947873,3338,1041282
nation,England,E92000001,20/06/2022,16922,18971624,13614,17933680,3308,1037944
nation,England,E92000001,19/06/2022,14524,18954702,11857,17920066,2667,1034636
nation,England,E92000001,18/06/2022,11635,18940178,9652,17908209,1983,1031969
nation,England,E92000001,17/06/2022,11640,18928543,9631,17898557,2009,1029986
nation,England,E92000001,16/06/2022,11915,18916903,9655,17888926,2260,1027977
nation,England,E92000001,15/06/2022,12388,18904988,10106,17879271,2282,1025717
nation,England,E92000001,14/06/2022,12661,18892600,10410,17869165,2251,1023435
nation,England,E92000001,13/06/2022,12956,18879939,10470,17858755,2486,1021184
nation,England,E92000001,12/06/2022,10718,18866983,8838,17848285,1880,1018698
nation,England,E92000001,11/06/2022,8468,18856265,7043,17839447,1425,1016818
nation,England,E92000001,10/06/2022,9154,18847797,7639,17832404,1515,1015393
nation,England,E92000001,09/06/2022,9590,18838643,7902,17824765,1688,1013878
nation,England,E92000001,08/06/2022,9952,18829053,8184,17816863,1768,1012190
nation,England,E92000001,07/06/2022,9484,18819101,7813,17808679,1671,1010422
nation,England,E92000001,06/06/2022,9800,18809617,8049,17800866,1751,1008751
nation,England,E92000001,05/06/2022,8351,18799817,6942,17792817,1409,1007000
nation,England,E92000001,04/06/2022,6278,18791466,5358,17785875,920,1005591
nation,England,E92000001,03/06/2022,5582,18785188,4791,17780517,791,1004671
nation,England,E92000001,02/06/2022,5081,18779606,4334,17775726,747,1003880
nation,England,E92000001,01/06/2022,5713,18774525,4956,17771392,757,1003133
nation,England,E92000001,31/05/2022,5734,18768812,4904,17766436,830,1002376
nation,England,E92000001,30/05/2022,5928,18763078,5041,17761532,887,1001546
nation,England,E92000001,29/05/2022,4687,18757150,3996,17756491,691,1000659
nation,England,E92000001,28/05/2022,4153,18752463,3561,17752495,592,999968
nation,England,E92000001,27/05/2022,4495,18748310,3828,17748934,667,999376
nation,England,E92000001,26/05/2022,4819,18743815,4001,17745106,818,998709
nation,England,E92000001,25/05/2022,5191,18738996,4306,17741105,885,997891
nation,England,E92000001,24/05/2022,5593,18733805,4648,17736799,945,997006
nation,England,E92000001,23/05/2022,6248,18728212,5124,17732151,1124,996061
nation,England,E92000001,22/05/2022,5151,18721964,4345,17727027,806,994937
nation,England,E92000001,21/05/2022,4243,18716813,3589,17722682,654,994131
nation,England,E92000001,20/05/2022,5049,18712570,4240,17719093,809,993477
nation,England,E92000001,19/05/2022,5785,18707521,4733,17714853,1052,992668
nation,England,E92000001,18/05/2022,6391,18701736,5316,17710120,1075,991616
nation,England,E92000001,17/05/2022,6833,18695345,5678,17704804,1155,990541
nation,England,E92000001,16/05/2022,7886,18688512,6455,17699126,1431,989386
nation,England,E92000001,15/05/2022,6730,18680626,5637,17692671,1093,987955
nation,England,E92000001,14/05/2022,5139,18673896,4312,17687034,827,986862
nation,England,E92000001,13/05/2022,5794,18668757,4906,17682722,888,986035
nation,England,E92000001,12/05/2022,6376,18662963,5342,17677816,1034,985147
nation,England,E92000001,11/05/2022,7265,18656587,6065,17672474,1200,984113
nation,England,E92000001,10/05/2022,8155,18649322,6775,17666409,1380,982913
nation,England,E92000001,09/05/2022,8878,18641167,7334,17659634,1544,981533
nation,England,E92000001,08/05/2022,7664,18632289,6417,17652300,1247,979989
nation,England,E92000001,07/05/2022,6356,18624625,5448,17645883,908,978742
nation,England,E92000001,06/05/2022,7518,18618269,6374,17640435,1144,977834
nation,England,E92000001,05/05/2022,8594,18610751,7217,17634061,1377,976690
nation,England,E92000001,04/05/2022,9783,18602157,8242,17626844,1541,975313
nation,England,E92000001,03/05/2022,11156,18592374,9308,17618602,1848,973772
nation,England,E92000001,02/05/2022,10343,18581218,8744,17609294,1599,971924
nation,England,E92000001,01/05/2022,7718,18570875,6638,17600550,1080,970325
nation,England,E92000001,30/04/2022,6863,18563157,5944,17593912,919,969245
nation,England,E92000001,29/04/2022,7992,18556294,6860,17587968,1132,968326
nation,England,E92000001,28/04/2022,9057,18548302,7721,17581108,1336,967194
nation,England,E92000001,27/04/2022,10120,18539245,8630,17573387,1490,965858
nation,England,E92000001,26/04/2022,11294,18529125,9635,17564757,1659,964368
nation,England,E92000001,25/04/2022,13401,18517831,11283,17555122,2118,962709
nation,England,E92000001,24/04/2022,11867,18504430,10248,17543839,1619,960591
nation,England,E92000001,23/04/2022,10572,18492563,9263,17533591,1309,958972
nation,England,E92000001,22/04/2022,12528,18481991,10856,17524328,1672,957663
nation,England,E92000001,21/04/2022,14520,18469463,12571,17513472,1949,955991
nation,England,E92000001,20/04/2022,16973,18454943,14772,17500901,2201,954042
nation,England,E92000001,19/04/2022,20595,18437970,17778,17486129,2817,951841
nation,England,E92000001,18/04/2022,20567,18417375,17874,17468351,2693,949024
nation,England,E92000001,17/04/2022,16262,18396808,14390,17450477,1872,946331
nation,England,E92000001,16/04/2022,16091,18380546,14362,17436087,1729,944459
nation,England,E92000001,15/04/2022,17305,18364455,15381,17421725,1924,942730
nation,England,E92000001,14/04/2022,21435,18347150,18975,17406344,2460,940806
nation,England,E92000001,13/04/2022,25507,18325715,22618,17387369,2889,938346
nation,England,E92000001,12/04/2022,27383,18300208,24179,17364751,3204,935457
nation,England,E92000001,11/04/2022,30598,18272825,26942,17340572,3656,932253
nation,England,E92000001,10/04/2022,25641,18242227,22870,17313630,2771,928597
nation,England,E92000001,09/04/2022,23015,18216586,20509,17290760,2506,925826
